,Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,clarity_n,color_n,z
47472,47473,0.64,Ideal,E,SI1,62.7,57.0,1859,5.54,5.47,2,1,3.451635
47473,47474,0.48,Ideal,G,IF,61.6,54.0,1859,5.03,5.1,7,3,3.1200399999999995
47474,47475,0.52,Very Good,D,VS1,62.6,59.0,1860,5.03,5.13,4,0,3.1800800000000002
47475,47476,0.7,Good,E,SI2,62.2,63.0,1860,5.65,5.6,1,1,3.49875
47476,47477,0.61,Very Good,G,VS2,62.0,57.0,1861,5.44,5.47,3,3,3.3821
47477,47478,0.71,Very Good,J,SI1,59.1,61.0,1861,5.82,5.85,2,6,3.448485
47478,47479,0.6,Ideal,G,VS2,60.4,57.0,1861,5.49,5.51,3,3,3.322
47479,47480,0.6,Ideal,G,VS2,62.0,54.0,1861,5.43,5.47,3,3,3.3789999999999996
47480,47481,0.59,Good,F,VS1,60.5,61.0,1861,5.43,5.5,4,2,3.3063249999999997
47481,47482,0.65,Ideal,E,SI1,61.8,55.0,1862,5.57,5.6,2,1,3.45153
47482,47483,0.58,Premium,E,VS2,59.4,60.0,1862,5.47,5.43,3,1,3.2372999999999994
47483,47484,0.6,Good,E,SI1,62.7,60.1,1863,5.31,5.36,2,1,3.345045
47484,47485,0.69,Premium,H,VS2,60.8,59.0,1863,5.77,5.74,3,4,3.49904
47485,47486,0.83,Ideal,H,SI2,61.8,57.0,1863,6.08,5.99,1,4,3.7296300000000002
47486,47487,0.57,Ideal,D,VS2,62.1,56.0,1864,5.29,5.34,3,0,3.3006149999999996
47487,47488,0.72,Ideal,J,SI1,61.8,54.0,1864,5.76,5.8,2,6,3.5720399999999994
47488,47489,0.72,Ideal,J,SI1,61.9,54.0,1864,5.76,5.8,2,6,3.5778199999999996
47489,47490,0.72,Ideal,J,SI1,62.3,56.0,1864,5.75,5.78,2,6,3.5915950000000003
47490,47491,0.56,Premium,E,VS2,61.1,57.0,1864,5.38,5.33,3,1,3.2719050000000003
47491,47492,0.49,Very Good,G,IF,59.7,56.0,1865,5.16,5.19,7,3,3.089475
47492,47493,0.53,Ideal,G,VVS2,60.0,57.0,1865,5.27,5.29,5,3,3.1679999999999997
47493,47494,0.5,Ideal,G,VVS1,62.2,55.0,1865,5.09,5.14,6,3,3.18153
47494,47495,0.5,Ideal,G,VVS1,62.1,53.5,1865,5.08,5.13,6,3,3.170205
47495,47496,0.5,Ideal,G,VVS1,61.8,54.0,1865,5.13,5.16,6,3,3.17961
47496,47497,0.55,Ideal,F,VS2,61.4,57.0,1865,5.29,5.25,3,2,3.2357799999999997
47497,47498,0.57,Ideal,D,VS2,61.7,57.0,1865,5.3,5.33,3,0,3.279355
47498,47499,0.47,Ideal,H,IF,61.9,56.0,1865,4.99,5.02,7,4,3.098095
47499,47500,0.47,Ideal,H,IF,62.4,57.0,1865,4.97,5.0,7,4,3.1106399999999996
47500,47501,0.7,Fair,H,SI1,65.5,57.0,1865,5.59,5.55,2,4,3.64835
47501,47502,0.7,Good,H,SI1,64.2,58.0,1865,5.62,5.59,2,4,3.5984100000000003
47502,47503,0.7,Fair,H,SI1,65.3,55.0,1865,5.58,5.54,2,4,3.6306800000000004
47503,47504,0.58,Ideal,F,VS1,61.9,54.0,1865,5.37,5.33,4,2,3.3116499999999998
47504,47505,0.74,Fair,E,I1,58.2,65.0,1865,6.03,5.89,0,1,3.4687200000000002
47505,47506,0.56,Premium,D,SI1,62.3,58.0,1865,5.28,5.21,2,0,3.267635
47506,47507,0.74,Good,G,SI1,64.2,59.0,1865,5.69,5.62,2,3,3.63051
47507,47508,0.74,Good,G,SI1,63.6,58.0,1865,5.73,5.71,2,3,3.6379200000000003
47508,47509,0.72,Ideal,G,SI2,61.8,57.0,1866,5.73,5.69,1,3,3.5287800000000007
47509,47510,0.72,Very Good,J,SI1,61.1,57.0,1866,5.75,5.8,2,6,3.528525
47510,47511,0.59,Premium,I,IF,61.2,58.0,1866,5.38,5.41,7,5,3.3017399999999997
47511,47512,0.54,Ideal,F,VS1,60.9,57.0,1866,5.26,5.21,4,2,3.1881149999999994
47512,47513,0.6,Ideal,F,VS2,62.1,57.0,1866,5.39,5.37,3,2,3.34098
47513,47514,0.67,Very Good,H,VS2,62.9,55.0,1867,5.56,5.6,3,4,3.50982
47514,47515,0.55,Very Good,D,VS2,59.8,57.0,1867,5.31,5.35,3,0,3.18734
47515,47516,0.5,Ideal,G,VVS2,61.4,56.0,1867,5.13,5.17,5,3,3.1621
47516,47517,0.53,Ideal,G,VVS2,61.9,54.0,1867,5.2,5.23,5,3,3.228085
47517,47518,0.7,Very Good,I,VS2,62.8,55.0,1867,5.63,5.67,3,5,3.5482
47518,47519,0.7,Very Good,I,VS2,63.0,60.0,1867,5.59,5.62,3,5,3.5311500000000002
47519,47520,0.38,Ideal,D,VVS1,60.3,56.0,1867,4.72,4.74,6,0,2.8521900000000002
47520,47521,0.61,Ideal,I,VVS2,62.0,54.0,1867,5.51,5.47,5,5,3.4038
47521,47522,0.54,Ideal,G,VVS2,62.2,55.0,1868,5.22,5.27,5,3,3.2623899999999995
47522,47523,0.44,Ideal,E,VVS1,61.4,55.0,1868,4.92,4.95,6,1,3.0300900000000004
47523,47524,0.57,Ideal,G,VS1,62.1,56.0,1868,5.31,5.34,4,3,3.3068249999999995
47524,47525,0.54,Ideal,G,VS1,61.4,55.0,1868,5.26,5.3,4,3,3.2419199999999995
47525,47526,0.52,Ideal,D,VS2,61.0,57.0,1868,5.21,5.18,3,0,3.16895
47526,47527,0.52,Premium,D,VS2,61.8,58.0,1868,5.2,5.15,3,0,3.1981500000000005
47527,47528,0.52,Ideal,D,VS2,62.1,57.0,1868,5.17,5.13,3,0,3.19815
47528,47529,0.71,Very Good,J,VS2,60.1,61.0,1869,5.77,5.82,3,6,3.482795
47529,47530,0.58,Premium,F,VS2,62.4,55.0,1869,5.38,5.36,3,2,3.35088
47530,47531,0.57,Ideal,F,VS2,60.8,57.0,1869,5.34,5.37,3,2,3.25584
47531,47532,0.75,Fair,J,VS1,61.9,67.0,1869,5.8,5.7,4,6,3.55925
47532,47533,0.59,Very Good,H,VVS1,63.7,56.0,1870,5.35,5.38,6,4,3.4175050000000002
47533,47534,0.51,Ideal,F,VS1,61.6,55.0,1870,5.14,5.18,4,2,3.17856
47534,47535,0.62,Very Good,I,VVS1,63.1,58.0,1871,5.4,5.44,6,5,3.42002
47535,47536,0.51,Very Good,G,VVS1,63.2,59.0,1871,5.04,5.09,6,3,3.2010799999999997
47536,47537,0.57,Very Good,F,VS1,60.3,58.0,1871,5.36,5.39,4,2,3.241125
47537,47538,0.63,Premium,G,VS2,61.5,57.0,1871,5.54,5.51,3,3,3.397875
47538,47539,0.55,Ideal,F,VS2,61.6,56.0,1871,5.31,5.29,3,2,3.2647999999999997
47539,47540,0.55,Ideal,F,VS2,62.1,55.0,1871,5.27,5.25,3,2,3.26646
47540,47541,0.58,Very Good,G,VVS2,62.1,58.0,1872,5.35,5.4,5,3,3.337875
47541,47542,0.51,Good,G,VVS1,63.2,58.0,1872,5.08,5.11,6,3,3.2200400000000005
47542,47543,0.52,Ideal,F,VS1,61.6,56.0,1872,5.2,5.16,4,2,3.19088
47543,47544,0.47,Ideal,E,VS1,61.2,56.0,1872,5.01,5.05,4,1,3.0783599999999995
47544,47545,0.52,Ideal,F,VS1,62.2,55.0,1872,5.18,5.14,4,2,3.20952
47545,47546,0.52,Ideal,H,VVS1,60.4,57.0,1872,5.23,5.2,6,4,3.14986
47546,47547,0.52,Ideal,F,VS1,62.0,57.0,1872,5.16,5.13,4,2,3.1898999999999997
47547,47548,0.52,Premium,F,VS1,61.7,56.0,1872,5.17,5.14,4,2,3.1806349999999997
47548,47549,0.52,Ideal,F,VS1,61.2,57.0,1872,5.2,5.16,4,2,3.1701599999999996
47549,47550,0.52,Ideal,F,VS1,62.3,55.0,1872,5.21,5.16,4,2,3.230255
47550,47551,0.64,Very Good,G,VS2,62.7,59.0,1873,5.44,5.5,3,3,3.4296900000000003
47551,47552,0.51,Premium,D,VS1,59.5,57.0,1873,5.24,5.21,4,0,3.108875
47552,47553,0.51,Ideal,D,VS1,62.5,57.0,1873,5.13,5.08,4,0,3.1906250000000003
47553,47554,0.51,Ideal,D,VS1,62.4,57.0,1873,5.13,5.09,4,0,3.1886399999999995
47554,47555,0.53,Very Good,E,VS1,61.8,60.0,1874,5.13,5.22,4,1,3.19815
47555,47556,0.7,Ideal,J,VS2,62.6,57.0,1874,5.64,5.67,3,6,3.54003
47556,47557,0.7,Ideal,J,VS2,61.8,53.0,1874,5.73,5.76,3,6,3.55041
47557,47558,0.7,Ideal,J,VS2,62.4,55.0,1874,5.68,5.7,3,6,3.5505599999999995
47558,47559,0.7,Ideal,I,SI2,62.3,55.0,1874,5.67,5.72,1,5,3.547985
47559,47560,0.52,Very Good,E,VS1,59.1,58.0,1875,5.31,5.38,4,1,3.158895
47560,47561,0.71,Very Good,I,SI2,63.7,57.0,1875,5.64,5.67,1,5,3.602235
47561,47562,0.51,Ideal,G,VVS2,61.3,57.0,1875,5.12,5.15,5,3,3.1477549999999996
47562,47563,0.51,Premium,G,VVS2,61.7,58.0,1875,5.11,5.14,5,3,3.162125
47563,47564,0.51,Very Good,G,VVS2,61.7,58.0,1875,5.13,5.18,5,3,3.1806349999999997
47564,47565,0.51,Good,G,VVS2,63.1,58.0,1875,5.07,5.11,5,3,3.21179
47565,47566,0.51,Very Good,G,VVS2,61.5,56.0,1875,5.12,5.15,5,3,3.158025
47566,47567,0.51,Ideal,G,VVS2,60.1,56.0,1875,5.19,5.22,5,3,3.128205
47567,47568,0.51,Ideal,G,VVS2,61.8,56.0,1875,5.1,5.16,5,3,3.17034
47568,47569,0.51,Ideal,G,VVS2,61.9,55.0,1875,5.15,5.19,5,3,3.20023
47569,47570,0.51,Very Good,G,VVS2,62.9,57.0,1875,5.09,5.12,5,3,3.2110450000000004
47570,47571,0.51,Ideal,G,VVS2,61.5,57.0,1875,5.13,5.18,5,3,3.1703249999999996
47571,47572,0.51,Ideal,G,VVS2,61.1,56.0,1875,5.15,5.19,5,3,3.15887
47572,47573,0.51,Ideal,G,VVS2,62.6,57.0,1875,5.1,5.12,5,3,3.19886
47573,47574,0.51,Premium,G,VVS2,59.1,59.0,1875,5.18,5.21,5,3,3.070245
47574,47575,0.51,Ideal,G,VVS2,61.2,55.0,1875,5.15,5.18,5,3,3.16098
47575,47576,0.51,Ideal,G,VVS2,61.6,56.0,1875,5.12,5.17,5,3,3.16932
47576,47577,0.6,Premium,E,VS1,61.0,61.0,1875,5.46,5.39,4,1,3.30925
47577,47578,0.54,Ideal,H,VVS1,61.3,56.0,1875,5.23,5.27,6,4,3.21825
47578,47579,0.51,Ideal,F,VS2,62.6,55.0,1875,5.15,5.1,3,2,3.20825
47579,47580,0.6,Ideal,F,VS2,61.9,55.0,1875,5.43,5.46,3,2,3.370455
47580,47581,0.59,Ideal,E,VS2,62.1,55.0,1875,5.4,5.42,3,1,3.35961
47581,47582,0.7,Premium,G,SI2,61.0,58.0,1875,5.75,5.72,1,3,3.4983499999999994
47582,47583,0.72,Premium,J,VS1,63.0,56.0,1875,5.72,5.67,4,6,3.58785
47583,47584,0.7,Very Good,I,SI2,58.8,60.0,1876,5.8,5.83,1,5,3.4192199999999997
47584,47585,0.57,Ideal,G,VS1,60.3,57.0,1876,5.4,5.42,4,3,3.26223
47585,47586,0.58,Ideal,H,VS2,61.8,55.0,1876,5.36,5.39,3,4,3.3217499999999998
47586,47587,0.58,Ideal,D,VS2,61.2,57.0,1876,5.37,5.41,3,0,3.2986800000000005
47587,47588,0.51,Ideal,H,VVS2,61.6,55.0,1877,5.11,5.14,5,4,3.157
47588,47589,0.51,Ideal,G,VVS2,62.0,57.0,1877,5.11,5.15,5,3,3.1806000000000005
47589,47590,0.61,Very Good,H,VVS2,62.8,58.0,1877,5.4,5.42,5,4,3.3974800000000003
47590,47591,0.61,Premium,D,SI1,62.3,58.0,1877,5.4,5.45,2,0,3.3797750000000004
47591,47592,0.51,Very Good,D,VS2,60.1,59.0,1877,5.16,5.19,3,0,3.1101750000000004
47592,47593,0.51,Ideal,E,VS2,60.7,56.0,1877,5.17,5.21,3,1,3.1503299999999994
47593,47594,0.73,Ideal,J,SI1,61.8,56.0,1877,5.78,5.81,2,6,3.5813099999999998
47594,47595,0.53,Premium,D,VS2,62.4,59.0,1877,5.18,5.14,3,0,3.21984
47595,47596,0.53,Ideal,D,VS2,60.9,57.0,1877,5.24,5.17,3,0,3.169845
47596,47597,0.79,Premium,G,SI2,60.8,58.0,1877,6.0,5.98,1,3,3.64192
47597,47598,0.59,Very Good,G,VS1,62.0,56.0,1878,5.35,5.39,4,3,3.3293999999999997
47598,47599,0.62,Ideal,H,VS1,61.4,56.0,1878,5.47,5.51,4,4,3.37086
47599,47600,0.52,Ideal,G,VVS2,61.6,56.0,1878,5.18,5.15,5,3,3.18164
47600,47601,0.52,Ideal,G,VVS2,60.8,57.0,1878,5.2,5.17,5,3,3.15248
47601,47602,0.7,Good,F,SI1,64.3,62.0,1878,5.55,5.49,2,2,3.5493599999999996
47602,47603,0.52,Ideal,G,VVS2,61.2,55.0,1878,5.22,5.2,5,3,3.18852
47603,47604,0.55,Very Good,G,VVS2,57.1,63.0,1879,5.39,5.47,5,3,3.10053
47604,47605,0.51,Ideal,H,IF,62.3,54.0,1879,5.14,5.17,7,4,3.211565
47605,47606,0.51,Ideal,H,IF,62.0,54.0,1879,5.14,5.18,7,4,3.1992000000000003
47606,47607,0.72,Premium,J,SI1,62.0,58.0,1879,5.77,5.74,2,6,3.5681
47607,47608,0.58,Premium,D,SI1,60.2,58.0,1879,5.46,5.37,2,0,3.25983
47608,47609,0.53,Very Good,F,VVS2,59.6,56.0,1880,5.27,5.31,5,2,3.1528399999999994
47609,47610,0.64,Ideal,H,SI1,61.7,55.0,1880,5.54,5.57,2,4,3.4274349999999996
47610,47611,0.64,Ideal,H,SI1,61.8,55.0,1880,5.56,5.57,2,4,3.43917
47611,47612,0.53,Ideal,G,VVS2,61.5,56.0,1881,5.18,5.22,5,3,3.1979999999999995
47612,47613,0.53,Ideal,G,VVS2,60.4,55.0,1881,5.26,5.3,5,3,3.1891199999999995
47613,47614,0.55,Very Good,H,VVS1,61.1,57.0,1881,5.26,5.35,6,4,3.2413549999999995
47614,47615,0.55,Ideal,F,VS1,61.9,56.0,1881,5.25,5.29,4,2,3.2621299999999995
47615,47616,0.71,Good,J,VS1,63.3,55.0,1881,5.62,5.66,4,6,3.57012
47616,47617,0.55,Ideal,F,VS1,62.0,55.0,1881,5.26,5.29,4,2,3.2705
47617,47618,0.55,Ideal,F,VS1,61.6,57.0,1881,5.23,5.29,4,2,3.24016
47618,47619,0.52,Ideal,G,VVS1,61.6,56.0,1881,5.16,5.2,6,3,3.19088
47619,47620,0.55,Premium,G,VS1,62.0,57.0,1881,5.3,5.25,4,3,3.2705
47620,47621,0.55,Ideal,G,VS1,60.9,55.0,1881,5.32,5.29,4,3,3.2307449999999998
47621,47622,0.55,Ideal,G,VS1,61.6,55.0,1881,5.32,5.29,4,3,3.26788
47622,47623,0.55,Premium,E,VS2,61.5,56.0,1881,5.28,5.25,3,1,3.2379750000000005
47623,47624,0.55,Premium,E,VS2,60.5,58.0,1881,5.32,5.26,3,1,3.20045
47624,47625,0.55,Premium,E,VS2,61.4,57.0,1881,5.29,5.27,3,1,3.2419199999999995
47625,47626,0.65,Fair,F,VS2,58.3,64.0,1881,5.7,5.62,3,2,3.2997799999999997
47626,47627,0.75,Premium,F,SI2,59.8,60.0,1881,5.96,5.92,1,2,3.5521199999999995
47627,47628,0.51,Ideal,D,VS2,61.2,55.0,1882,5.18,5.16,3,0,3.16404
47628,47629,0.51,Very Good,D,VS1,63.3,57.0,1882,5.07,5.1,4,0,3.218805
47629,47630,0.51,Ideal,D,VS1,62.3,56.0,1882,5.09,5.12,4,0,3.1804150000000004
47630,47631,0.67,Good,I,VVS2,58.9,51.0,1882,5.74,5.78,5,5,3.3926399999999997
47631,47632,0.56,Ideal,H,VVS1,62.3,55.0,1882,5.3,5.26,6,4,3.2894399999999995
47632,47633,0.51,Ideal,D,VS2,60.9,56.0,1882,5.19,5.16,3,0,3.1515750000000002
47633,47634,0.51,Premium,D,VS2,59.7,58.0,1882,5.24,5.18,3,0,3.1103699999999996
47634,47635,0.51,Ideal,D,VS2,61.6,56.0,1882,5.17,5.15,3,0,3.17856
47635,47636,0.51,Ideal,D,VS2,61.8,55.0,1882,5.18,5.15,3,0,3.19197
47636,47637,0.51,Premium,D,VS2,60.5,60.0,1882,5.19,5.16,3,0,3.1308750000000005
47637,47638,0.51,Ideal,D,VS2,61.2,55.0,1882,5.17,5.13,3,0,3.1518
47638,47639,0.51,Ideal,D,VS2,61.5,55.0,1882,5.18,5.13,3,0,3.1703249999999996
47639,47640,0.51,Ideal,D,VS2,61.9,55.0,1882,5.13,5.11,3,0,3.16928
47640,47641,0.23,Very Good,D,VVS1,62.5,58.0,530,3.94,3.96,6,0,2.46875
47641,47642,0.23,Very Good,D,VVS1,63.3,58.0,530,3.9,3.93,6,0,2.478195
47642,47643,0.23,Very Good,D,VVS1,62.4,58.0,530,3.91,3.97,6,0,2.4585600000000003
47643,47644,0.23,Very Good,F,IF,59.5,58.0,530,4.0,4.03,7,2,2.3889250000000004
47644,47645,0.23,Ideal,F,VVS2,62.3,56.0,530,3.95,4.01,5,2,2.47954
47645,47646,0.23,Ideal,F,VVS2,60.9,57.0,530,3.95,3.97,5,2,2.41164
47646,47647,0.23,Ideal,F,VVS2,62.0,56.0,530,3.92,3.98,5,2,2.4490000000000003
47647,47648,0.23,Ideal,F,VVS2,61.9,57.0,530,3.93,3.96,5,2,2.441955
47648,47649,0.23,Ideal,F,VVS2,60.3,57.0,530,3.99,4.03,5,2,2.41803
47649,47650,0.23,Ideal,F,VVS2,61.0,57.0,530,3.98,4.02,5,2,2.44
47650,47651,0.23,Ideal,E,VVS2,62.5,57.0,530,3.92,3.99,5,1,2.471875
47651,47652,0.23,Ideal,E,VVS2,62.8,57.0,530,3.91,3.96,5,1,2.47118
47652,47653,0.23,Ideal,D,VVS2,62.1,57.0,530,3.92,3.97,5,0,2.4498450000000003
47653,47654,0.23,Ideal,F,VVS1,62.7,57.0,530,3.9,3.92,6,2,2.4515700000000002
47654,47655,0.31,Ideal,H,SI1,61.0,56.0,530,4.38,4.41,2,4,2.6809499999999997
47655,47656,0.34,Ideal,D,I1,61.4,55.0,530,4.52,4.5,0,0,2.7691399999999997
47656,47657,0.34,Ideal,D,I1,62.5,57.0,530,4.49,4.47,0,0,2.8000000000000003
47657,47658,0.32,Premium,I,SI2,60.0,58.0,530,4.48,4.45,1,5,2.679
47658,47659,0.23,Very Good,E,VVS2,60.9,60.0,530,3.96,3.99,5,1,2.420775
47659,47660,0.23,Very Good,E,VVS1,61.1,60.0,530,3.95,4.01,6,1,2.43178
47660,47661,0.23,Very Good,E,VVS1,61.3,60.0,530,3.95,4.01,6,1,2.43974
47661,47662,0.23,Very Good,E,VVS1,58.6,61.0,530,4.02,4.04,6,1,2.3615799999999996
47662,47663,0.23,Very Good,E,VVS2,61.8,58.0,530,3.92,3.94,5,1,2.42874
47663,47664,0.23,Good,E,VVS2,63.3,56.0,530,3.88,3.92,5,1,2.4687
47664,47665,0.23,Very Good,D,VVS2,60.4,59.0,530,3.95,4.0,5,0,2.4009
47665,47666,0.34,Ideal,G,SI1,61.9,55.5,531,4.49,4.54,2,3,2.7947850000000005
47666,47667,0.34,Ideal,G,SI1,61.8,54.4,531,4.49,4.52,2,3,2.78409
47667,47668,0.37,Ideal,G,SI1,61.1,56.0,531,4.64,4.66,2,3,2.8411500000000003
47668,47669,0.31,Good,G,VS2,64.4,54.0,531,4.24,4.29,3,3,2.7466600000000003
47669,47670,0.23,Premium,G,VVS1,61.3,59.0,531,3.96,3.94,6,3,2.42135
47670,47671,0.51,Ideal,D,VS2,61.5,57.0,1882,5.14,5.11,3,0,3.151875
47671,47672,0.51,Ideal,D,VS2,61.7,55.0,1882,5.14,5.11,3,0,3.162125
47672,47673,0.51,Ideal,D,VS2,61.9,56.0,1882,5.14,5.11,3,0,3.172375
47673,47674,0.51,Ideal,D,VS2,62.4,55.0,1882,5.14,5.11,3,0,3.198
47674,47675,0.51,Ideal,D,VS2,62.1,56.0,1882,5.16,5.11,3,0,3.1888349999999996
47675,47676,0.51,Premium,D,VS2,61.1,59.0,1882,5.16,5.12,3,0,3.14054
47676,47677,0.51,Ideal,D,VS2,62.3,55.0,1882,5.19,5.12,3,0,3.2115650000000002
47677,47678,0.51,Ideal,D,VS2,61.8,55.0,1882,5.16,5.1,3,0,3.17034
47678,47679,0.51,Ideal,D,VS2,61.9,57.0,1882,5.13,5.11,3,0,3.16928
47679,47680,0.51,Ideal,D,VS2,62.3,57.0,1882,5.12,5.09,3,0,3.1804150000000004
47680,47681,0.51,Ideal,D,VS2,62.7,55.0,1882,5.12,5.09,3,0,3.200835
47681,47682,0.51,Ideal,D,VS2,61.9,57.0,1882,5.15,5.09,3,0,3.16928
47682,47683,0.56,Ideal,E,VS2,61.4,57.0,1882,5.35,5.31,3,1,3.27262
47683,47684,0.51,Premium,E,VVS2,62.0,62.0,1882,5.09,5.04,5,1,3.1403
47684,47685,0.56,Premium,E,VS1,60.1,61.0,1882,5.38,5.31,4,1,3.2123449999999996
47685,47686,0.51,Premium,F,VVS2,61.2,59.0,1882,5.19,5.1,5,2,3.1487399999999997
47686,47687,0.56,Premium,E,VS2,58.8,59.0,1882,5.45,5.36,3,1,3.17814
47687,47688,0.56,Premium,E,VS2,61.0,62.0,1882,5.36,5.28,3,1,3.2452
47688,47689,0.54,Good,H,VVS2,60.9,57.2,1883,5.22,5.26,5,4,3.19116
47689,47690,0.59,Premium,H,VVS1,62.0,58.0,1883,5.36,5.38,6,4,3.3294
47690,47691,0.57,Very Good,E,VS1,62.9,57.0,1883,5.27,5.29,4,1,3.3211199999999996
47691,47692,0.7,Very Good,F,SI2,63.4,58.0,1883,5.62,5.58,1,2,3.5504
47692,47693,0.47,Ideal,E,VVS2,62.0,55.0,1883,4.97,5.0,5,1,3.0906999999999996
47693,47694,0.5,Ideal,G,VVS1,62.2,55.0,1883,5.09,5.11,6,3,3.1721999999999997
47694,47695,0.5,Ideal,G,VVS1,62.2,54.0,1883,5.1,5.13,6,3,3.18153
47695,47696,0.5,Ideal,G,VVS1,61.9,58.0,1883,5.06,5.09,6,3,3.1414249999999995
47696,47697,0.52,Ideal,E,VS1,60.0,56.0,1883,5.25,5.29,4,1,3.1619999999999995
47697,47698,0.71,Very Good,I,SI1,62.6,63.0,1883,5.61,5.54,2,5,3.4899500000000003
47698,47699,0.59,Ideal,E,VS2,61.5,56.0,1883,5.42,5.38,3,1,3.321
47699,47700,0.59,Premium,E,VS2,62.3,55.0,1883,5.43,5.39,3,1,3.3704300000000003
47700,47701,0.71,Premium,H,SI1,61.0,58.0,1883,5.75,5.67,2,4,3.4831
47701,47702,0.61,Very Good,E,VS2,60.1,60.0,1884,5.5,5.54,3,1,3.3175199999999996
47702,47703,0.58,Premium,G,VS1,61.5,58.0,1884,5.35,5.41,4,3,3.3087
47703,47704,0.58,Ideal,G,VS1,62.6,54.0,1884,5.3,5.34,4,3,3.3303200000000004
47704,47705,0.58,Ideal,E,VS2,61.9,56.0,1884,5.35,5.38,3,1,3.320935
47705,47706,0.58,Ideal,E,VS2,61.1,57.0,1884,5.39,5.41,3,1,3.2994000000000003
47706,47707,0.58,Ideal,E,VS2,61.6,55.0,1884,5.33,5.38,3,1,3.29868
47707,47708,0.58,Ideal,E,VS2,61.9,57.0,1884,5.33,5.37,3,1,3.3116499999999998
47708,47709,0.58,Ideal,G,VS1,62.0,57.0,1884,5.32,5.35,4,3,3.3077
47709,47710,0.57,Ideal,E,VS1,61.6,55.0,1884,5.32,5.36,4,1,3.28944
47710,47711,0.57,Ideal,E,VS1,60.5,57.0,1884,5.33,5.38,4,1,3.2397750000000003
47711,47712,0.51,Ideal,D,SI1,60.7,56.0,1884,5.18,5.2,2,0,3.1503299999999994
47712,47713,0.5,Very Good,G,VVS1,63.3,53.0,1885,5.06,5.09,6,3,3.2124749999999995
47713,47714,0.54,Very Good,D,VS2,60.5,59.0,1885,5.24,5.28,3,0,3.1822999999999997
47714,47715,0.63,Very Good,D,SI1,62.8,57.0,1885,5.4,5.46,2,0,3.41004
47715,47716,0.51,Good,G,VVS2,57.6,56.0,1885,5.27,5.35,5,3,3.05856
47716,47717,0.66,Ideal,G,SI1,61.7,55.0,1885,5.64,5.6,2,3,3.4675399999999996
47717,47718,0.72,Very Good,J,SI1,58.3,62.0,1886,5.87,5.93,2,6,3.4397
47718,47719,0.52,Ideal,E,VS1,61.3,56.0,1886,5.18,5.22,4,1,3.1875999999999993
47719,47720,0.59,Premium,H,VVS2,62.3,55.0,1886,5.42,5.33,5,4,3.348625
47720,47721,0.5,Very Good,G,VVS1,59.6,63.0,1887,5.11,5.16,6,3,3.06046
47721,47722,0.52,Ideal,G,VS1,60.4,57.0,1887,5.21,5.24,4,3,3.1558999999999995
47722,47723,0.52,Ideal,E,VS2,61.7,56.0,1888,5.16,5.21,3,1,3.199145
47723,47724,0.56,Ideal,H,VS1,60.2,57.0,1888,5.38,5.35,4,4,3.22973
47724,47725,0.54,Very Good,E,VS1,61.8,58.0,1889,5.23,5.28,4,1,3.2475900000000006
47725,47726,0.56,Ideal,G,VVS2,62.5,56.0,1889,5.24,5.28,5,3,3.2874999999999996
47726,47727,0.7,Premium,H,SI1,61.9,59.0,1889,5.67,5.74,2,4,3.531395
47727,47728,0.54,Very Good,F,VS2,62.0,59.0,1889,5.16,5.22,3,2,3.2177999999999995
47728,47729,0.58,Ideal,D,VS2,61.2,54.0,1889,5.4,5.42,3,0,3.31092
47729,47730,0.71,Ideal,J,SI1,61.6,57.0,1889,5.72,5.75,2,6,3.5327599999999997
47730,47731,0.7,Very Good,H,SI2,63.8,55.0,1890,5.57,5.59,1,4,3.5600400000000003
47731,47732,0.7,Very Good,H,SI2,63.3,56.0,1890,5.64,5.68,1,4,3.58278
47732,47733,0.7,Very Good,I,SI1,63.8,59.0,1890,5.56,5.6,2,5,3.5600400000000003
47733,47734,0.7,Very Good,I,SI1,63.2,59.0,1890,5.59,5.62,2,5,3.5423600000000004
47734,47735,0.55,Ideal,D,VS1,61.7,55.0,1890,5.25,5.26,4,0,3.2423349999999997
47735,47736,0.6,Ideal,E,SI1,61.3,56.0,1890,5.49,5.44,2,1,3.3500449999999997
47736,47737,0.56,Ideal,G,VS1,61.2,54.0,1890,5.36,5.32,4,3,3.26808
47737,47738,0.55,Ideal,F,VS1,60.6,56.0,1890,5.33,5.37,4,2,3.2420999999999998
47738,47739,0.7,Premium,I,SI2,62.4,58.0,1890,5.68,5.64,1,5,3.53184
47739,47740,0.7,Premium,I,SI2,59.5,58.0,1890,5.79,5.73,1,5,3.4271999999999996
47740,47741,0.5,Fair,E,VS1,55.3,65.0,1890,5.35,5.31,4,1,2.9474899999999997
47741,47742,0.7,Premium,F,SI2,62.0,58.0,1890,5.7,5.64,1,2,3.5154
47742,47743,0.5,Very Good,F,VVS2,61.2,57.0,1891,5.1,5.13,5,2,3.13038
47743,47744,0.59,Ideal,G,SI1,61.3,56.0,1891,5.41,5.43,2,3,3.32246
47744,47745,0.54,Ideal,D,VS2,61.1,56.0,1892,5.25,5.29,3,0,3.2199699999999996
47745,47746,0.54,Ideal,D,VS2,61.8,56.0,1892,5.21,5.24,3,0,3.2290499999999995
47746,47747,0.54,Ideal,D,VS2,61.1,57.0,1892,5.22,5.25,3,0,3.1985849999999996
